DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,TailNum,OriginAirportID,Origin,OriginStateName,DestAirportID,Dest,DestStateName,DepTime,DepDelay,WheelsOff,WheelsOn,ArrTime,ArrDelay,Cancelled,CancellationCode,Diverted,AirTime,Distance
9,7,10/9/16,WN,N945WN,13891,ONT,California,13796,OAK,California,1705,10,1710,1802,1809,-1,0,,0,52,362
9,7,10/9/16,WN,N621SW,13891,ONT,California,13796,OAK,California,913,8,922,1018,1025,5,0,,0,56,362
9,7,10/9/16,WN,N921WN,13891,ONT,California,13796,OAK,California,1947,2,1957,2051,2056,1,0,,0,54,362
9,7,10/9/16,WN,N426WN,13891,ONT,California,13796,OAK,California,1021,1,1029,1115,1120,-15,0,,0,46,362
9,7,10/9/16,WN,N8696E,13891,ONT,California,13796,OAK,California,639,-1,648,742,748,-22,0,,0,54,362
9,7,10/9/16,WN,N7830A,13891,ONT,California,13796,OAK,California,1248,3,1252,1351,1356,1,0,,0,59,362
9,7,10/9/16,WN,N767SW,13891,ONT,California,14057,PDX,Oregon,738,-2,745,940,946,-14,0,,0,115,838
9,7,10/9/16,WN,N426WN,13891,ONT,California,14107,PHX,Arizona,1738,73,1753,1840,1846,71,0,,0,47,325
9,7,10/9/16,WN,N376SW,13891,ONT,California,14107,PHX,Arizona,2005,50,2011,2100,2105,40,0,,0,49,325
9,7,10/9/16,WN,N905WN,13891,ONT,California,14107,PHX,Arizona,1036,-4,1055,1144,1149,4,0,,0,49,325
9,7,10/9/16,WN,N8642E,13891,ONT,California,14107,PHX,Arizona,814,-1,840,931,938,8,0,,0,51,325
9,7,10/9/16,WN,N963WN,13891,ONT,California,14107,PHX,Arizona,1401,81,1406,1452,1459,69,0,,0,46,325
9,7,10/9/16,WN,N237WN,13891,ONT,California,14831,SJC,California,1027,-3,1033,1122,1126,-14,0,,0,49,333
9,7,10/9/16,WN,N8620H,13891,ONT,California,14831,SJC,California,1910,50,1919,2010,2022,57,0,,0,51,333
9,7,10/9/16,WN,N415WN,13891,ONT,California,14831,SJC,California,1915,210,1923,2014,2021,211,0,,0,51,333
9,7,10/9/16,WN,N8622A,13891,ONT,California,14831,SJC,California,635,0,645,736,739,-21,0,,0,51,333
9,7,10/9/16,WN,N727SW,13891,ONT,California,14893,SMF,California,2040,10,2047,2143,2148,3,0,,0,56,390
9,7,10/9/16,WN,N7875A,13891,ONT,California,14893,SMF,California,1536,16,1542,1638,1642,7,0,,0,56,390
9,7,10/9/16,WN,N963WN,13891,ONT,California,14893,SMF,California,908,-2,915,1012,1017,-8,0,,0,57,390
9,7,10/9/16,WN,N935WN,13891,ONT,California,14893,SMF,California,744,-1,751,849,852,-8,0,,0,58,390
9,7,10/9/16,WN,N271LV,13891,ONT,California,14893,SMF,California,1942,22,1948,2045,2048,13,0,,0,57,390
9,7,10/9/16,WN,N8313F,13891,ONT,California,14893,SMF,California,1230,0,1237,1334,1339,-6,0,,0,57,390
9,7,10/9/16,WN,N923WN,13931,ORF,Virginia,10821,BWI,Maryland,2117,-8,2124,2159,2209,-26,0,,0,35,159
9,7,10/9/16,WN,N957WN,13931,ORF,Virginia,10821,BWI,Maryland,1106,41,1116,1153,1156,36,0,,0,37,159
9,7,10/9/16,WN,N432WN,13931,ORF,Virginia,10821,BWI,Maryland,1924,-6,1934,2013,2016,-24,0,,0,39,159
9,7,10/9/16,WN,N204WN,13931,ORF,Virginia,10821,BWI,Maryland,1425,0,1434,1513,1520,-5,0,,0,39,159
9,7,10/9/16,WN,N850AA,13931,ORF,Virginia,10821,BWI,Maryland,830,0,904,1129,1132,-1,1,B,0,325,159
9,7,10/9/16,WN,N7822A,13931,ORF,Virginia,13204,MCO,Florida,1249,-1,1302,1436,1443,-2,0,,0,94,655
9,7,10/9/16,WN,N216WR,13931,ORF,Virginia,13232,MDW,Illinois,1740,0,1754,1845,1850,0,0,,0,111,704
9,7,10/9/16,WN,N791AA,13931,ORF,Virginia,13232,MDW,Illinois,1422,-8,1441,2238,2247,-15,1,B,0,297,704
